ORGIN_AIPORT_ID,Description,Code.y
10511,"Bryce Canyon, UT: Bryce Canyon Airport",BCE
10512,"Baucau, Timor-Leste: Cakung",BCH
10513,"Barcaldine, Australia: Barcaldine Airport",BCI
10514,"Crestone, CO: Baca Grande",BCJ
10515,"Barra del Colorado, Costa Rica: Barra del Colorado Airport",BCL
10516,"Bacau, Romania: George Enescu Bacau International",BCM
10517,"Barcelona, Spain: Barcelona Airport",BCN
10518,"Belle Chasse, LA: Southern Seaplane",BCS
10519,"Boca Raton, FL: Boca Raton Public",BCT
10520,"Bulchi, Ethiopia: Bulchi Airport",BCY
10521,"Hamilton, Bermuda: L. F. Wade International",BDA
10522,"Bundaberg, Australia: Bundaberg Airport",BDB
10523,"Baudette, MN: Baudette International",BDE
10524,"Blanding, UT: Blanding Municipal",BDG
10525,"Bandar Lengeh, Iran: Bandar Lengeh Airport",BDH
10526,"Bird Island, Seychelles: Bird Island Airport",BDI
10527,"Bandjarmasin, Indonesia: Syamsudin Noor",BDJ
10528,"Bondoukou, Cote d'Ivoire: Bondoukou/Soko",BDK
10529,"Hartford, CT: Bradley International",BDL
10530,"Bandirma, Turkey: Bandirma Airport",BDM
10531,"Badin, Pakistan: Talhar",BDN
10532,"Bandung, Indonesia: Husein Sastranegara",BDO
10533,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi",BDP
10534,"Vadodara, India: Vadodara Airport",BDQ
10535,"Bridgeport, CT: Igor I Sikorsky Memorial",BDR
10536,"Brindisi, Italy: Brindisi Airport",BDS
10537,"Bardufoss, Norway: Bardufoss Airport",BDU
10538,"Bandon, OR: Bandon State",BDY
10539,"Benbecula, United Kingdom: Benbecula Airport",BEB
10540,"Bedford, MA: Laurence G Hanscom Field",BED
10541,"Bluefields, Nicaragua: Bluefields Airport",BEF
10542,"Belgrade, Serbia: Beograd",BEG
10543,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional",BEH
10544,"Beica, Ethiopia: Beica Airport",BEI
10545,"Belem, Brazil: Val de Cans International",BEL
10547,"Benghazi, Libya: Benina International",BEN
10548,"Newcastle, Australia: Lake Macquarie",BEO
10549,"Berlin, Germany: Berlin Metropolitan Area",BER
10550,"Brest, France: Brest Bretagne",BES
10551,"Bethel, AK: Bethel Airport",BET
10552,"Bedourie, Australia: Bedourie North",BEU
10553,"Beersheba, Israel: Teyman",BEV
10554,"Beira, Mozambique: Beira Airport",BEW
10555,"Beirut, Lebanon: Rafic Hariri International",BEY
10556,"Blue Fox Bay, AK: Blue Fox Bay Airport",BFB
10557,"Bradford, PA: Bradford Regional",BFD
10558,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",BFF
10559,"Seattle, WA: Boeing Field/King County International",BFI
10560,"Aurora, CO: Buckley AFB",BFK
10561,"Bakersfield, CA: Meadows Field",BFL
10562,"Mobile, AL: Mobile Downtown",BFM
10563,"Bloemfontein, South Africa: Bram Fischer International",BFN
10564,"Buffalo Range, Zimbabwe: Buffalo Range Airport",BFO
10565,"Beaver Falls, PA: Beaver County",BFP
10566,"Bahia de Pinas, Panama: Bahia de Pinas Airport",BFQ
10567,"Bedford, IN: Virgil I Grissom Municipal",BFR
10568,"Belfast, United Kingdom: Belfast Aldergrove",BFS
10569,"Beaufort, SC: Beaufort County",BFT
10570,"Bucaramanga, Colombia: Palonegro",BGA
10571,"Booue, Gabon: Booue Airport",BGB
10572,"Borger, TX: Hutchinson County",BGD
10573,"Bainbridge, GA: Decatur County Industrial Air Park",BGE
10574,"Bangui, Central African Republic: Bangui-M'Poko",BGF
10575,"Barbados/Bridgetown, Barbados: Grantley Adams International",BGI
10576,"Baglung, Nepal: Baglung Airport",BGL
10577,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",BGM
10578,"Bruggen, Germany: Bruggen Airport",BGN
10579,"Bergen, Norway: Flesland",BGO
10580,"Big Lake, AK: Big Lake Airport",BGQ
10581,"Bangor, ME: Bangor International",BGR
10582,"Big Spring, TX: Big Spring McMahon-Wrinkle",BGS
10583,"Bagdad, AZ: Bagdad Airport",BGT
10584,"Bangassou, Central African Republic: Bangassou Airport",BGU
10585,"Baghdad, Iraq: Al Muthana",BGW
10586,"Bage, Brazil: Comandante Gustavo Kraemer",BGX
10587,"Bergamo, Italy: Bergamo Orio Al Serio",BGY
10588,"Shaikh Isa, Bahrain: Isa AB",BH1
10589,"Bar Harbor, ME: Hancock County-Bar Harbor",BHB
10590,"Bullhead City, AZ: Laughlin/Bullhead International",IFP
10591,"Belfast, United Kingdom: Belfast City",BHD
10592,"Blenheim, New Zealand: Woodbourne",BHE
10593,"Brus Laguna, Honduras: Araslaya",BHG
10594,"Bisha, Saudi Arabia: Bisha Airport",BHH
10595,"Bahia Blanca, Argentina: Comandante Espora",BHI
10596,"Bhuj, India: Bhuj Airport",BHJ
10597,"Bukhara, Uzbekistan: Bukhara Airport",BHK
10598,"Bahia de Los Angeles, Mexico: Bahia de Los Angeles North",BHL
10599,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
10600,"Beihan, Yemen: Beihan Airport",BHN
10601,"Bhopal, India: Raja Bhoj",BHO
10602,"Broken Hill, Australia: Broken Hill Airport",BHQ
10603,"Bharatpur, Nepal: Bharatpur Airport",BHR
10604,"Bathurst, Australia: Bathurst Airport",BHS
10605,"Brighton Downs, Australia: Brighton Downs Airport",BHT
10606,"Bhavnagar, India: Bhavnagar Airport",BHU
10607,"Bahawalpur, Pakistan: Bahawalpur International",BHV
10608,"Birmingham, United Kingdom: Birmingham Airport",BHX
10609,"Beihai, China: Beihai Airport",BHY
10610,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area",BHZ
10611,"Bastia, France: Bastia Poretta",BIA
10612,"Big Creek, AK: Big Creek Airport",BIC
10613,"Block Island, RI: Block Island State",BID
10614,"Beatrice, NE: Beatrice Municipal",BIE
10615,"El Paso, TX: Biggs AAF",BIF
10616,"Big Delta, AK: Allen AAF",BIG
10617,"Bishop, CA: Bishop Airport",BIH
10618,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport",BII
10619,"Biak, Indonesia: Manuhua",BIK
10620,"Billings, MT: Billings Logan International",BIL
10621,"Bimini, The Bahamas: Bimini International",BIM
10622,"Bamyan, Afghanistan: Bamyan Airport",BIN
10623,"Bilbao, Spain: Bilbao Airport",BIO
10624,"Bulimba, Australia: Bulimba Airport",BIP
10625,"Biarritz, France: Biarritz Pays Basque",BIQ
10626,"Biratnagar, Nepal: Biratnagar Airport",BIR
10627,"Bismarck/Mandan, ND: Bismarck Municipal",BIS
10628,"Bria, Central African Republic: Bria Airport",BIV
10629,"Biloxi, MS: Keesler AFB",BIX
10630,"Broomfield, CO: Rocky Mountain Metro",BJC
10631,"Bemidji, MN: Bemidji Regional",BJI
10632,"Wooster, OH: Wayne County",BJJ
10633,"Banjul, The Gambia: Banjul International",BJL
10634,"Bujumbura, Burundi: Bujumbura International",BJM
10635,"Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International",BJR
10636,"Bajura, Nepal: Bajura Airport",BJU
10637,"Bodrum, Turkey: Imsik",BJV
10638,"Leon/Guanajuato, Mexico: Guanajuato International",BJX
10639,"Badajoz, Spain: Badajoz Airport",BJZ
10640,"Buckland, AK: Buckland Airport",BKC
10641,"Baker, OR: Baker City Municipal",BKE
10642,"Brooks Lake, AK: Brooks Lake Airport",BKF
10643,"Branson, MO: Branson Airport",BKG
10644,"Kekaha, Kauai, HI: Barking Sands PMRF",BKH
10645,"Kota Kinabalu, Malaysia: Kota Kinabalu International",BKI
10646,"Bangkok, Thailand: Don Mueang International",DMK
10647,"Cleveland, OH: Burke Lakefront",BKL
10648,"Bakelalan, Malaysia: Bakelalan Airport",BKM
10650,"Bamako, Mali: Modibo Keita",BKO
10651,"Blackall, Australia: Blackall Airport",BKQ
10652,"Bengkulu, Indonesia: Fatmawati Soekarno",BKS
10653,"Betioky, Madagascar: Betioky Airport",BKU
10654,"Beckley, WV: Raleigh County Memorial",BKW
10655,"Brookings, SD: Brookings Regional",BKX
10656,"Bukavu, Congo (Kinshasa): Bukavu Kavumu",BKY
10657,"Bukoba, Tanzania: Bukoba Airport",BKZ
10658,"Barcelona, Venezuela: General Jose Antonio Anzoategui International",BLA
10659,"Balboa, Panama: Albrook AFB",BLB
10660,"Bali, Cameroon: Bali Airport",BLC
10661,"Boulder City, NV: Boulder City Municipal",BLD
10662,"Borlange, Sweden: Borlange Airport",BLE
10663,"Princeton/Bluefield, WV: Mercer County",BLF
10664,"Belaga, Malaysia: Belaga Airport",BLG
10665,"Blythe, CA: Blythe Airport",BLH
10666,"Bellingham, WA: Bellingham International",BLI
10667,"Batna, Algeria: Mostepha Ben Boulaid",BLJ
10668,"Blackpool, United Kingdom: Blackpool Airport",BLK
10669,"Billund, Denmark: Billund Airport",BLL
10670,"Belmar/Farmingdale, NJ: Monmouth Executive",BLM
10671,"Blonduos, Iceland: Blonduos Airport",BLO
10672,"Bellavista, Peru: Bellavista 1",BLP
10673,"Bologna, Italy: Bologna Airport",BLQ
10674,"Bangalore, India: Kempegowda International",BLR
10675,"Blackwater, Australia: Blackwater Airport",BLT
10676,"Belleville, IL: Scott AFB/MidAmerica",BLV
10677,"Blantyre, Malawi: Chileka International",BLZ
10678,"Stockholm, Sweden: Bromma",BMA
10679,"Bumba, Congo (Kinshasa): Bumba Airport",BMB
10680,"Brigham City, UT: Brigham City Regional",BMC
10681,"Belo, Madagascar: Belo Sur Tsiribihina",BMD
10682,"Broome, Australia: Broome International",BME
10683,"Bloomington, IN: Monroe County",BMG
10684,"Bomai, Papua New Guinea: Bomai Airport",BMH
10685,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",BMI
10686,"Baramita, Guyana: Baramita Airport",BMJ
10687,"Berlin, NH: Berlin Regional",BML
10688,"Bitam, Gabon: Bitam Airport",BMM
10689,"Bhamo, Burma: Banmaw",BMO
10690,"Brampton Island, Australia: Brampton Island Airport",BMP
10691,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar",BMW
10692,"Big Mountain, AK: Big Mountain AFS",BMX
10693,"Nashville, TN: Nashville International",BNA
10694,"Boende, Congo (Kinshasa): Boende Airport",BNB
10695,"Bandar Abbas, Iran: Bandar Abbas International",BND
10696,"Brisbane, Australia: Brisbane International",BNE
10697,"Baranof, AK: Warm Spring Bay Seaplane Base",BNF
10698,"Banning, CA: Banning Municipal",BNG
10699,"Benin City, Nigeria: Benin City Airport",BNI
10700,"Ballina, Australia: Ballina Byron Gateway",BNK
10701,"Barnwell, SC: Barnwell Regional",BNL
10702,"Bronnoysund, Norway: Bronnoy",BNN
10703,"Burns, OR: Burns Municipal",BNO
10704,"Barinas, Venezuela: Barinas Airport",BNS
10705,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport",BNX
10706,"Banz, Papua New Guinea: Banz Airport",BNZ
10707,"Boma, Congo (Kinshasa): Boma Airport",BOA
10708,"Bora Bora, French Polynesia: Bora Bora Motu Mute",BOB
10709,"Bocas del Toro, Panama: Jose Ezequiel Hall",BOC
10710,"Bordeaux, France: Bordeaux Merignac",BOD
10711,"Bogota, Colombia: El Dorado International",BOG
10712,"Bournemouth, United Kingdom: Bournemouth Airport",BOH
10713,"Boise, ID: Boise Air Terminal",BOI
10714,"Burgas, Bulgaria: Burgas Airport",BOJ
10715,"Brookings, OR: Brookings Airport",BOK
10716,"Mumbai, India: Chhatrapati Shivaji Maharaj International",BOM
10717,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International",BON
10718,"Bodo, Norway: Bodo Airport",BOO
10719,"Boku, Papua New Guinea: Boku Airport",BOQ
10720,"Belfort, France: Fontaine",BOR
10721,"Boston, MA: Logan International",BOS
10722,"Bartow, FL: Bartow Executive",BOW
10723,"Borroloola, Australia: Borroloola Airport",BOX
10724,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport",BOY
10725,"Bislig, Philippines: Bislig Airport",BPH
10726,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan",BPN
10727,"Porto Seguro, Brazil: Porto Seguro Airport",BPS
10728,"Beaumont/Port Arthur, TX: Jack Brooks Regional",BPT
10729,"Baler, Philippines: Baler Airport",BQA
10730,"London, United Kingdom: Biggin Hill",BQH
10731,"Brunswick, GA: Brunswick Golden Isles",BQK
10732,"Aguadilla, PR: Rafael Hernandez",BQN
10733,"Blagoveschensk, Russia: Ignatyevo",BQS
10734,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell",BQU
10735,"Bartlett Cove, AK: Bartlett Cove Seaplane Base",BQV
10736,"Parana, Brazil: Juvenal Loureiro Cardoso",BR1
10737,"Barreiras, Brazil: Barreiras Airport",BRA
10738,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport",BRC
10739,"Brainerd, MN: Brainerd Lakes Regional",BRD
10740,"Bremen, Germany: Bremen Airport",BRE
10741,"Whitesburg, KY: Whitesburg Municipal",BRG
10742,"Bari, Italy: Bari Airport",BRI
10743,"Bourke, Australia: Bourke Airport",BRK
10744,"Burlington, IA: Southeast Iowa Regional",BRL
10745,"Barquisimeto, Venezuela: Barquisimeto International",BRM
10746,"Berne, Switzerland: Bern/Belp",BRN
10747,"Brownsville, TX: Brownsville South Padre Island International",BRO
10748,"Brno, Czech Republic: Turany",BRQ
10749,"Barra, United Kingdom: Barra Airport",BRR
10750,"Bristol, United Kingdom: Bristol Airport",BRS
10751,"Bathurst Island, Australia: Bathurst Island Airport",BRT
10752,"Brussels, Belgium: Brussels National",BRU
10753,"Bremerhaven, Germany: Bremerhaven Airport",BRV
10754,"Barrow, AK: Wiley Post/Will Rogers Memorial",BRW
10755,"Barahona, Dominican Republic: Barahona Habanero",BRX
10756,"Bardstown, KY: Samuels Field",BRY
10757,"Bosaso, Somalia: Bosaso Airport",BSA
10758,"Brasilia, Brazil: Presidente Juscelino Kubitschek International",BSB
10759,"Baoshan, China: Baoshan Airport",BSD
10760,"Bata, Equatorial Guinea: Bata Airport",BSG
10761,"Biskra, Algeria: Mohamed Khider",BSK
10762,"Mulhouse, France: EuroAirport",BSL
10762,"Mulhouse, France: EuroAirport",MLH
10763,"Austin, TX: Bergstrom AFB",NA
10764,"Basco, Philippines: Basco Airport",BSO
10765,"Bisbee, AZ: Bisbee Municipal",BSQ
10766,"Basra, Iraq: Basrah International",BSR
10767,"Balsas, Brazil: Balsas Airport",BSS
10768,"Basankusu, Congo (Kinshasa): Basankusu Airport",BSU
10769,"Boswell Bay, AK: Boswell Bay Airport",BSW
10770,"Bartletts, AK: Bartletts Airport",A2K
10770,"Bartletts, AK: Bartletts Airport",BSZ
10771,"Bertoua, Cameroon: Bertoua Airport",BTA
10772,"Batticaloa, Sri Lanka: Batticaloa Airport",BTC
10773,"Bonthe, Sierra Leone: Bonthe Airport",BTE
10774,"Batu Besar, Indonesia: Batu Besar Airport",BTH
10775,"Barter Island, AK: Barter Island Airport",BTI
10776,"Banda Aceh, Indonesia: Sultan Iskandar Muda",BTJ
10777,"Bratsk, Russia: Bratsk Airport",BTK
10778,"Battle Creek, MI: W K Kellogg",BTL
10779,"Butte, MT: Bert Mooney",BTM
10780,"Butler, PA: Pittsburgh Butler Regional",BTP
10781,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",BTR
10782,"Bratislava, Slovakia: M R Stefanik",BTS
10783,"Bettles, AK: Bettles Airport",BTT
10784,"Bintulu, Malaysia: Bintulu Airport",BTU
10785,"Burlington, VT: Burlington International",BTV
10786,"Beatty, NV: Beatty Airport",BTY
10787,"Bursa, Turkey: Bursa Airport",BTZ
10788,"Buka Islands, Papua New Guinea: Buka",BUA
10789,"Burketown, Australia: Burketown Airport",BUC
10790,"Budapest, Hungary: Budapest Liszt Ferenc International",BUD
10791,"Buenos Aires, Argentina: Buenos Aires Metropolitan Area",BUE
10792,"Buffalo, NY: Buffalo Niagara International",BUF
10793,"Benguela, Angola: 17 de Setembro",BUG
10794,"Bucharest, Romania: Bucharest Metropolitan Area",BUH
10795,"Bulolo, Papua New Guinea: Bulolo Airport",BUL
10796,"Butler, MO: Butler Memorial",BUM
10797,"Buenaventura, Colombia: Gerardo Tobar Lopez",BUN
10798,"Burao, Somalia: Burao Airport",BUO
10799,"Bulawayo, Zimbabwe: J. M. Nkomo International",BUQ
10800,"Burbank, CA: Bob Hope",BUR
10801,"Batumi, Georgia: Batumi Airport",BUS
10802,"Buyo, Cote d'Ivoire: Buyo Airport",BUU
10803,"Bella Union, Uruguay: Bella Union Airport",BUV
10804,"Bunia, Congo (Kinshasa): Bunia Airport",BUX
10805,"Bunbury, Australia: Bunbury Airport",BUY
10806,"Bushehr, Iran: Bushehr Airport",BUZ
10807,"Beauvais, France: Beauvais Tille",BVA
10808,"Boa Vista, Brazil: Atlas Brasil Cantanhede",BVB
10809,"Beaver Inlet, AK: Beaver Inlet Seaport",BVD
10810,"Birdsville, Australia: Birdsville Airport",BVI
10811,"Bartlesville, OK: Bartlesville Municipal",BVO
10812,"St. James, MI: Beaver Island",BVR
10814,"Batesville, AR: Batesville Regional",BVX
10815,"Beverly, MA: Beverly Regional",BVY
10816,"Bhairawa, Nepal: Gautam Buddha",BWA
10817,"Brownwood, TX: Brownwood Regional",BWD
10818,"Braunschweig, Germany: Braunschweig/Wolfsburg",BWE
10819,"Bowling Green, KY: Bowling Green-Warren County Regional",BWG
10820,"Butterworth, Malaysia: Butterworth Airport",BWH
10821,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",BWI
10822,"Bawan, Papua New Guinea: Bawan Airport",BWJ
10823,"Bowman, ND: Bowman Municipal",BWM
10824,"Bandar Seri Begawan, Brunei: Brunei International",BWN
10825,"Blaine, WA: Blaine Municipal",BWS
10826,"Burnie, Australia: Wynyard",BWT
10826,"Burnie, Australia: Wynyard",WNY
10827,"Woodbridge, United Kingdom: RAF Bentwaters",BWY
10828,"Boxborough, MA: Sheraton Inn Heliport",BXC
10829,"Bade, Indonesia: Bade Airport",BXD
10830,"Bakel, Senegal: Bakel Airport",BXE
10832,"Borrego Springs, CA: Borrego Valley",BXS
10833,"Butuan, Philippines: Bancasi",BXU
10834,"Boundary, AK: Boundary Airport",BYA
10835,"Yacuiba, Bolivia: Yacuiba Airport",BYC
10836,"Rock Hill, SC: Rock Hill/York County/Bryant Field",RKH
10837,"Buffalo, WY: Johnson County",BYG
10838,"Blytheville, AR: Arkansas International",BYH
10839,"Burley/Rupert, ID: Burley Municipal",BYI
10840,"Bouake, Cote d'Ivoire: Bouake Airport",BYK
10841,"Boyne Falls, MI: Boyne Mountain",MI5
10842,"Bantry, Ireland: Bantry Airport",BYT
10843,"Bayreuth, Germany: Bayreuth Airport",BYU
10844,"Blakely Island, WA: Blakely Island Airport",BYW
10845,"Bonanza, Nicaragua: Bonanza Airport",BZA
10846,"Belize City, Belize: Philip S. W. Goldson International",BZE
10847,"Bydgoszcz, Poland: Bydgoszcz Airport",BZG
10848,"Balikesir, Turkey: Balikesir Airport",BZI
10849,"Bozeman, MT: Bozeman Yellowstone International",BZN
10850,"Bolzano, Italy: Bolzano Airport",BZO
10851,"Beziers, France: Beziers Vias",BZR
10852,"Washington, DC: Buzzards Point Seaplane Base",BZS
10853,"Brazoria, TX: Eagle Air Park",BZT
10854,"Brazzaville, Congo (Brazaville): Maya Maya",BZV
10856,"Brize Norton, United Kingdom: Brize Norton Airport",BZZ
10857,"Camarillo, CA: Camarillo Airport",C01
10858,"Bakersfield, CA: Bakersfield Municipal",C02
10859,"Koala Mine, Canada: Koala Mine Airport",CA1
10860,"Lake Simcoe, Canada: Lake Simcoe Airport",CA2
10861,"Thetford Mines, Canada: Thetford Mines Airport",CA3
10862,"Pelee Island, Canada: Pelee Island Airport",CA4
10863,"Calgary, Canada: Calgary Springbank",CA5
10865,"Cabinda, Angola: Cabinda Airport",CAB
10866,"Cascavel, Brazil: Coronel Adalberto Mendes Da Silva",CAC
10867,"Cadillac, MI: Wexford County",CAD
10868,"Columbia, SC: Columbia Metropolitan",CAE
10869,"Carauari, Brazil: Carauari Airport",CAF
10870,"Cagliari, Italy: Elmas",CAG
10871,"Ca Mau, Vietnam: Ca Mau Airport",CAH
10872,"Cairo, Egypt: Cairo International",CAI
10873,"Canaima, Venezuela: Canaima Airport",CAJ
10874,"Akron, OH: Akron-Canton Regional",CAK
10875,"Campbeltown, United Kingdom: Campbeltown Airport",CAL
10876,"Camiri, Bolivia: Choreti",CAM
10877,"Guangzhou, China: Baiyun International",CAN
10878,"Cap-Haitien, Haiti: Cap-Haitien International",CAP
10879,"Caribou, ME: Caribou Municipal",CAR
10880,"Casablanca, Morocco: Anfa",CAS
10881,"New Bight, The Bahamas: New Bight Airport",CAT
10881,"New Bight, The Bahamas: New Bight Airport",NET
10882,"Campos, Brazil: Bartolomeu Lisandro",CAW
10883,"Carlisle, United Kingdom: Carlisle Airport",CAX
10884,"Cayenne, French Guiana: Cayenne Felix Eboue",CAY
10885,"Cobar, Australia: Cobar Airport",CAZ
10886,"Corner Bay, AK: Corner Bay Airport",CBA
10887,"Cochabamba, Bolivia: Jorge Wilstermann International",CBB
10888,"Cumberland, MD: Greater Cumberland Regional",CBE
10889,"Council Bluffs, IA: Council Bluffs Municipal",CBF
10890,"Cambridge, United Kingdom: Cambridge Airport",CBG
10891,"Colomb-Bechar, Algeria: Bechar/Leger",CBH
10892,"Colby, KS: Murray",CBK
10893,"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport",CBL
10894,"Columbus, MS: Columbus AFB",CBM
10895,"Cotabato, Philippines: Cotabato Airport",CBO
10896,"Calabar, Nigeria: Margaret Ekpo International",CBQ
10897,"Canberra, Australia: Canberra Airport",CBR
10898,"Coban, Guatemala: Coban Airport",CBV
10899,"Canobie, Australia: Canobie Airport",CBY
10900,"Cayo Coco, Cuba: Jardines del Rey International",CCC
10902,"Carcassonne, France: Carcassonne Salvaza",CCF
10903,"Chile Chico, Chile: Chile Chico Airport",CCH
10904,"Concordia, Brazil: Olavo Cecco Rigon",CCI
10905,"Calicut, India: Calicut International",CCJ
10906,"West Island, Cocos (Keeling) Islands: Cocos Keeling Island",CCK
10907,"Crisciuma, Brazil: Criciuma",CCM
10908,"Chakhcharan, Afghanistan: Chakhcharan Airport",CCN
10909,"Concepcion, Chile: Carriel Sur International",CCP
10910,"Concord, CA: Buchanan Field",CCR
10911,"Caracas, Venezuela: Simon Bolivar International",CCS
10912,"Kolkata, India: Netaji Subhash Chandra Bose International",CCU
10914,"Caceres, Brazil: Caceres Airport",CCX
10915,"Charles City, IA: Northeast Iowa Regional",CCY
10916,"Chub Cay, The Bahamas: Chub Cay Airport",CCZ
10917,"Cold Bay, AK: Cold Bay Airport",CDB
10918,"Cedar City, UT: Cedar City Regional",CDC
10919,"Cortina d'Ampezzo, Italy: Cortina d'Ampezzo Airport",CDF
10920,"Paris, France: Paris Charles de Gaulle",CDG
10921,"Camden, AR: Harrell Field",CDH
10922,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport",CDJ
10923,"Candle, AK: Candle 2",CDL
10924,"Camden, SC: Woodward Field",CDN
10925,"Chadron, NE: Chadron Municipal",CDR
10926,"Cordova, AK: Merle K Mudhole Smith",CDV
10927,"Caldwell, NJ: Essex County",CDW
10928,"Wichita, KS: Cessna Aircraft Field",CEA
10929,"Lapu-Lapu City, Philippines: Mactan-Cebu International",CEB
